Name,Latitude,Longitude,Description
LOB21,24.700183,-80.8787,GOOD BOTTOM FISHING AND LOBSTERING
LOBSNAPPER1,24.84575,-80.68216700000001,"GROUPER, SNAPPER AND HOGFISH"
LOBSNAPPER2,24.702933,-80.894617,GOOD SNAPPER GROUPER FISHING AND LOBSTERING
LOBSNAPPER3,24.699183,-80.878317,GOOD LOBTSERING AND LIVE BOTTOM
LOBSNAPPER4,24.845983,-80.714167,GOOD LOBSTERING AND BOTTOM FISHING
LOBSNAPPER5,24.8575,-80.659333,GOOD SNAPPER GROUPER FISHING AND LOBSTERING AND SPEARFISHING
LOBSNAPPER9,24.8361,-80.713283,"GOOD BOTTOM FISHING, SPEARFISHING AND LOBSTERING"
LOBSTER C,24.852667,-80.7312,LOBSTER HOLES
LOBSTER EAST,24.698217,-80.87656699999999,LOBSTERING AND GROUPER SNAPPER FISHING OR SPEARFISHING
LOBSTER H,24.83815,-80.72775,LOBSTER ROCKS AND HOLES
LOBSTER6,24.558574,-81.809794,"Live Bottom, Ricks or good structure for drfit fishing, lostering or Anchor chum fishing"
Long Key Reef B,24.71083,-80.82658000000001,Long Key Reef [S] N24 42.295 W80 49.244 Symbol & Name Long Key Reef [S] N24 42.650 W80 49.595 Symbol & Name LongKeyReef[S]1 N24 42.503 W80 49.390 Symbol & Name LongKeyReef[S]2 N24 42.601 W80 49.128 Symbol & Name LongKeyReef[S]3 N24 42.639 W80 49.226 Symbol & Name
LONGKEYREEF,24.73175,-80.827783,LONG KEY BRIDGE PARTS ON BOTTOM
LongKeyReef0,24.71065,-80.82043,CORAL REEF AREA -GOOD FISHING
LONGKEYREEF01,24.7313,-80.830533,LONG KEY BRIDGE ON BOTTOM
LONGKEYREEF03,24.731667,-80.827783,LONG KEY BRIDGE PARTS
LongKeyReef1,24.71002,-80.8188,CORAL REEF AREA -GOOD FISHING
LONGKEYREEF11,24.733767,-80.82925,"LONG KEY BRIDGE, 5 PATCH REEFS"
LONGKEYREEF12,24.733533,-80.826483,"LONG KEY BRIDGE, 5 PATCH REEFS"
LONGKEYREEF13,24.7365,-80.82641700000001,"LONG KEY BRIDGE, 4 PATCH REEFS"
LONGKEYREEF2,24.726683,-80.8289,"ONG KEY BRIDGE,5 PATCH REEFS"
LongKeyReef3,24.70838,-80.82317000000001,CORAL REEF AREA -GOOD FISHING
LONGKEYREEF6,24.726883,-80.828467,"LONG KEY BRIDGE ,5 PATCH REEFS"
LONGKEYREEF7,24.731167,-80.827533,"LONG KEY BRIDGE, 9 PATCH REEFS"
LongKeyReefA,24.70492,-80.82073,"Reef materials, scattered capt. B.L."
MAHISAILS D,24.819604,-80.384151,"TROLLING FOR MAHI, SAILS AND WAHOO"
MAITAIWRK,24.468267,-83.00794999999999,WRECK - GOOD BOTTOM FISHING AND GOOD TROLLING
MANG SNAPPER,24.886283,-80.560783,MANGROVE SNAPPER HEAVY CHUM
MARATHON0,24.6398,-80.95925,VACA CUT BRIDGE SPAN
MARATHON1,24.641017,-80.957517,CONCRETE SLABS
MARATHON4,24.650833,-80.963117,CONCRETE BRIDGE SPANS
MARIA WRECK,24.683754,-81.08313,WRECK - HOLDS FISH
MARQU ROCK,24.465833,-82.221333,MARQUESAS
Marqueses1,24.559167,-82.474667,"Good Bottom fishing drop and trolling drop near Marquese Light. Note: YELLOWTAIL, RED GROUPER, SILKY SNAPPER, CERO MACKEREL, KINGFISH, SAILFISH"
Molasses NE,25.01767,-80.364,"SNAPPER - YELLOWTAIL, MANGROVE, DAY OR NIGHT - CHUM HEAVY"
Molasses NW,25.01667,-80.3755,"SNAPPER - YELLOWTAIL, MANGROVE, DAY OR NIGHT - CHUM HEAVY"
Molasses SE,25.00483,-80.37833000000001,"SNAPPER - YELLOWTAIL, MANGROVE, DAY OR NIGHT - CHUM HEAVY"
Molasses SW,25.012,-80.3805,"SNAPPER - YELLOWTAIL, MANGROVE, DAY OR NIGHT - CHUM HEAVY"
Molasses1,25.00964,-80.37452999999999,"SNAPPER - YELLOWTAIL, MANGROVE, DAY OR NIGHT - CHUM HEAVY"
Molasses2,25.00758,-80.37342,CORAL REEF AREA -GOOD FISHING
MolassesReef,25.00732,-80.37447,MOLASSES REEF AREA
MUTTON 1,25.0077,-80.362667,MUTTONS AND GROUPER IN 86 FT CHUM HEAVY ON ANCHOR
MUTTON BOTTOM2,24.895933,-80.52545000000001,ANCHOR AND CHUM FOR BEST MUTTON FISHING AROUND
NATURAL02,24.600197,-83.05657100000001,Rocks or Natural Live Bottom Area
NATURAL3,24.500416,-83.133894,Rocks or Natural Live Bottom Area
NATURAL9,24.534869,-81.844818,"GOOD REEF FISHING FOR GROUPER, SNAPPER AND MACKEREL. SEE YOUR TUTORIAL ON PATCH REEF FISHING"
newground1,24.4305,-82.423,"Good Bottom fishing drop or trolling. Note: YELLOWTAIL, RED GROUPER, SILKY SNAPPER, CERO MACKEREL, KINGFISH, SAILFISH"
NORTHERN LI,25.050398,-80.21643400000001,GOOD BOTTOM
PATCH 3W,24.560669,-81.810036,"Live Bottom, Ricks or good structure for drfit fishing, lostering or Anchor chum fishing"
PATCH A,24.542502,-81.81805799999999,"Live Bottom, Ricks or good structure for drfit fishing, lostering or Anchor chum fishing"
PATCH B,24.541114,-81.826116,"Live Bottom, Ricks or good structure for drfit fishing, lostering or Anchor chum fishing"
PATCH C,24.545838,-81.830275,"Live Bottom, Ricks or good structure for drfit fishing, lostering or Anchor chum fishing"
PATCH C1,24.552108,-81.815022,"Live Bottom, Ricks or good structure for drfit fishing, lostering or Anchor chum fishing"
PATCH C2,24.479996,-81.705558,"Live Bottom, Ricks or good structure for drfit fishing, lostering or Anchor chum fishing"
PATCH C5,24.51392,-81.831829,"Live Bottom, Ricks or good structure for drfit fishing, lostering or Anchor chum fishing"
PATCH D,24.541812,-81.821202,"Live Bottom, Ricks or good structure for drfit fishing, lostering or Anchor chum fishing"
PATCH F4,24.709302,-80.869789,"Live Bottom, Ricks or good structure for drfit fishing, lostering or Anchor chum fishing"
PATCH G,24.557259,-81.811752,"Live Bottom, Ricks or good structure for drfit fishing, lostering or Anchor chum fishing"
PATCH HH,24.887913,-80.55533699999999,"Live Bottom, Ricks or good structure for drfit fishing, lostering or Anchor chum fishing"
PATCH REEF D,24.946201,-80.464842,PATCH REEF FISHING SPOT FOR YTAIL SNAPPER AND CUBERA'S. CHUM HEAVY FOR BEST RESULTS
PATCH YY,24.54629900000001,-81.408227,"Live Bottom, Ricks or good structure for drfit fishing, lostering or Anchor chum fishing"
patch017,24.961583,-80.476298,anhor chum bottom fish in fish use two chum blocks incoming or ebb tide mangrove ytail grouper
patch018,24.906801,-80.54727200000001,anhor chum bottom fish in fish use two chum blocks incoming or ebb tide mangrove ytail grouper
patch020,24.911499,-80.59288700000001,hawks channel anhor chum bottom fish in fish use two chum blocks incoming or ebb tide mangrove ytail grouper
patch023,24.655378,-81.027846,anhor chum bottom fish in fish use two chum blocks incoming or ebb tide mangrove ytail grouper
PATCHF17,24.555064,-81.529647,"GOOD REEF FISHING FOR GROUPER, SNAPPER AND MACKEREL. SEE YOUR TUTORIAL ON PATCH REEF FISHING"
PATCHPKAMP,25.078173,-80.33676300000001,"GOOD Y-TAIL AND MANGROVE SNAPPER FISHING - CHUM HEAVY, FISH A LIVE FLAT LINE FOR MACKEREL"
PATCHPKAMP2,25.061764,-80.357101,"GOOD Y-TAIL AND MANGROVE SNAPPER FISHING - CHUM HEAVY, FISH A LIVE FLAT LINE FOR MACKEREL"
PATCHRE001,24.508862,-81.665053,"PATCH REEF, BOTTOM FISHING WITH CHUM, LIVE AND CUT BAIT FOR YELLOWTAIL AND MORE"
PATCHRE002,24.539562,-81.514312,"PATCH REEF, BOTTOM FISHING WITH CHUM, LIVE AND CUT BAIT FOR YELLOWTAIL AND MORE"
PATCHRE003,24.540367,-81.495295,"PATCH REEF, BOTTOM FISHING WITH CHUM, LIVE AND CUT BAIT FOR YELLOWTAIL AND MORE"
PATCHRE004,24.561015,-81.498913,"PATCH REEF, BOTTOM FISHING WITH CHUM, LIVE AND CUT BAIT FOR YELLOWTAIL AND MORE"
PATCHRE005,24.525043,-81.552318,"PATCH REEF, BOTTOM FISHING WITH CHUM, LIVE AND CUT BAIT FOR YELLOWTAIL AND MORE"
PATCHRE006,24.583368,-81.432552,"PATCH REEF, BOTTOM FISHING WITH CHUM, LIVE AND CUT BAIT FOR YELLOWTAIL AND MORE"
PATCHRE007,24.629365,-81.303741,"PATCH REEF, BOTTOM FISHING WITH CHUM, LIVE AND CUT BAIT FOR YELLOWTAIL AND MORE"
PATCHRE008,24.563955,-81.550969,"PATCH REEF, BOTTOM FISHING WITH CHUM, LIVE AND CUT BAIT FOR YELLOWTAIL AND MORE"
PATCHRE009,24.579601,-81.563101,"PATCH REEF, BOTTOM FISHING WITH CHUM, LIVE AND CUT BAIT FOR YELLOWTAIL AND MORE"
PATCHRE010,24.580866,-81.574191,"PATCH REEF, BOTTOM FISHING WITH CHUM, LIVE AND CUT BAIT FOR YELLOWTAIL AND MORE"
PATCHREEF 2,24.523871,-81.623971,"GOOD REEF FISHING FOR GROUPER, SNAPPER AND MACKEREL. SEE YOUR TUTORIAL ON PATCH REEF FISHING"
patchreef A,24.528743,-81.661455,"GOOD REEF FISHING FOR GROUPER, SNAPPER AND MACKEREL. SEE YOUR TUTORIAL ON PATCH REEF FISHING"
PATCHREEF001,25.058429,-80.346574,"GOOD Y-TAIL AND MANGROVE SNAPPER FISHING - CHUM HEAVY, FISH A LIVE FLAT LINE FOR MACKEREL"
PATCHREEF002,25.05415,-80.34808200000001,"GOOD Y-TAIL AND MANGROVE SNAPPER FISHING - CHUM HEAVY, FISH A LIVE FLAT LINE FOR MACKEREL"
PATCHREEF003,25.125763,-80.353292,"PATCH REEF FOR BOTTOM FISHING YELLOWTAIL, MANGROVES - NIGHT FISHING FOR GROUPER- ALWAYS CHUM!!!"
PATCHREEF004,25.112275,-80.32883099999999,"PATCH REEF FOR BOTTOM FISHING YELLOWTAIL, MANGROVES - NIGHT FISHING FOR GROUPER- ALWAYS CHUM!!!"
PATCHREEF005,25.106322,-80.32749,"PATCH REEF FOR BOTTOM FISHING YELLOWTAIL, MANGROVES - NIGHT FISHING FOR GROUPER- ALWAYS CHUM!!!"
PATCHREEF006,25.07844,-80.313148,"GOOD Y-TAIL AND MANGROVE SNAPPER FISHING - CHUM HEAVY, FISH A LIVE FLAT LINE FOR MACKEREL"
PATCHREEF007,25.036313,-80.36462,"GOOD Y-TAIL AND MANGROVE SNAPPER FISHING - CHUM HEAVY, FISH A LIVE FLAT LINE FOR MACKEREL"
PATCHREEF008,25.026558,-80.356396,"GOOD Y-TAIL AND MANGROVE SNAPPER FISHING - CHUM HEAVY, FISH A LIVE FLAT LINE FOR MACKEREL"
PATCHREEF009,25.046056,-80.394492,"GOOD Y-TAIL AND MANGROVE SNAPPER FISHING - CHUM HEAVY, FISH A LIVE FLAT LINE FOR MACKEREL"
PATCHREEF010,25.046224,-80.38031700000001,"YELLOWTAIL SNAPPER FISHING - MANGROVES, CHUM HEAVY - LIVE BAIT WHILE ANCHORED"
PATCHREEF011,25.037814,-80.39411,"YELLOWTAIL SNAPPER FISHING - MANGROVES, CHUM HEAVY - LIVE BAIT WHILE ANCHORED"
PATCHREEF012,25.031899,-80.381168,"YELLOWTAIL SNAPPER FISHING - MANGROVES, CHUM HEAVY - LIVE BAIT WHILE ANCHORED"
PATCHREEF014,24.569601,-81.54167800000001,"GOOD REEF FISHING FOR GROUPER, SNAPPER AND MACKEREL. SEE YOUR TUTORIAL ON PATCH REEF FISHING"
PATCHREEF015,24.585642,-81.547482,"GOOD REEF FISHING FOR GROUPER, SNAPPER AND MACKEREL. SEE YOUR TUTORIAL ON PATCH REEF FISHING"
PATCHREEF016,25.021923,-80.438976,"SNAPPER - YELLOWTAIL, MANGROVE, DAY OR NIGHT - CHUM HEAVY"
PATCHREEF018,24.999424,-80.39917800000001,"SNAPPER - YELLOWTAIL, MANGROVE, DAY OR NIGHT - CHUM HEAVY"
PATCHREEF02,24.541796,-81.638775,"GOOD REEF FISHING FOR GROUPER, SNAPPER AND MACKEREL. SEE YOUR TUTORIAL ON PATCH REEF FISHING"
PATCHREEF020,24.99365,-80.407161,"SNAPPER - YELLOWTAIL, MANGROVE, DAY OR NIGHT - CHUM HEAVY"
PATCHREEF021,24.98288,-80.474237,"SNAPPER - YELLOWTAIL, MANGROVE, DAY OR NIGHT - CHUM HEAVY"
PATCHREEF022,24.976178,-80.464928,"SNAPPER - YELLOWTAIL, MANGROVE, DAY OR NIGHT - CHUM HEAVY"
PATCHREEF023,24.960968,-80.48835699999999,"SNAPPER - YELLOWTAIL, MANGROVE, DAY OR NIGHT - CHUM HEAVY"
PATCHREEF024,24.980282,-80.421846,"SNAPPER - YELLOWTAIL, MANGROVE, DAY OR NIGHT - CHUM HEAVY"
PATCHREEF025,24.992266,-80.43082200000001,"SNAPPER - YELLOWTAIL, MANGROVE, DAY OR NIGHT - CHUM HEAVY"
PATCHREEF026,24.950032,-80.49510100000001,"SNAPPER - YELLOWTAIL, MANGROVE, DAY OR NIGHT - CHUM HEAVY"
PATCHREEF027,24.932843,-80.512794,"SNAPPER - YELLOWTAIL, MANGROVE, DAY OR NIGHT - CHUM HEAVY"
PATCHREEF028,24.93928,-80.477571,"SNAPPER - YELLOWTAIL, MANGROVE, DAY OR NIGHT - CHUM HEAVY"
PATCHREEF029,24.922335,-80.542845,"SNAPPER - YELLOWTAIL, MANGROVE, DAY OR NIGHT - CHUM HEAVY"
PATCHREEF03,24.571307,-81.596357,"GOOD REEF FISHING FOR GROUPER, SNAPPER AND MACKEREL. SEE YOUR TUTORIAL ON PATCH REEF FISHING"
PATCHREEF030,24.901555,-80.56774900000001,"SNAPPER - YELLOWTAIL, MANGROVE, DAY OR NIGHT - CHUM HEAVY"
PATCHREEF031,24.87765,-80.621285,"SNAPPER - YELLOWTAIL, MANGROVE, DAY OR NIGHT - CHUM HEAVY"
PATCHREEF032,24.86192,-80.599604,"SNAPPER - YELLOWTAIL, MANGROVE, DAY OR NIGHT - CHUM HEAVY"
PATCHREEF033,24.873157,-80.59977000000001,"SNAPPER - YELLOWTAIL, MANGROVE, DAY OR NIGHT - CHUM HEAVY"
PATCHREEF034,24.851304,-80.652087,"SNAPPER - YELLOWTAIL, MANGROVE, DAY OR NIGHT - CHUM HEAVY"
PATCHREEF036,24.897073,-80.618099,"SNAPPER - YELLOWTAIL, MANGROVE, DAY OR NIGHT - CHUM HEAVY"
PATCHREEF037,24.896801,-80.541207,"SNAPPER - YELLOWTAIL, MANGROVE, DAY OR NIGHT - CHUM HEAVY"
PATCHREEF038,24.917465,-80.586614,"SNAPPER - YELLOWTAIL, MANGROVE, DAY OR NIGHT - CHUM HEAVY"
PATCHREEF039,24.813549,-80.67341999999999,"SNAPPER - YELLOWTAIL, MANGROVE, DAY OR NIGHT - CHUM HEAVY"
PATCHREEF041,24.774188,-80.723456,"SNAPPER - YELLOWTAIL, MANGROVE, DAY OR NIGHT - CHUM HEAVY"
PATCHREEF042,24.785223,-80.767707,"SNAPPER - YELLOWTAIL, MANGROVE, DAY OR NIGHT - CHUM HEAVY"
PATCHREEF044,24.756715,-80.773078,"SNAPPER - YELLOWTAIL, MANGROVE, DAY OR NIGHT - CHUM HEAVY"
PATCHREEF045,24.776785,-80.734988,"SNAPPER - YELLOWTAIL, MANGROVE, DAY OR NIGHT - CHUM HEAVY"
PATCHREEF046,24.797188,-80.75045,"SNAPPER - YELLOWTAIL, MANGROVE, DAY OR NIGHT - CHUM HEAVY"
PATCHREEF047,24.761381,-80.863066,"SNAPPER - YELLOWTAIL, MANGROVE, DAY OR NIGHT - CHUM HEAVY"
PATCHREEF048,24.73286,-80.910324,"SNAPPER - YELLOWTAIL, MANGROVE, DAY OR NIGHT - CHUM HEAVY"
PATCHREEF049,24.719387,-80.926518,"SNAPPER - YELLOWTAIL, MANGROVE, DAY OR NIGHT - CHUM HEAVY"
PATCHREEF05,24.550495,-81.648447,"GOOD REEF FISHING FOR GROUPER, SNAPPER AND MACKEREL. SEE YOUR TUTORIAL ON PATCH REEF FISHING"
PATCHREEF050,24.719547,-80.92031400000001,"PATCH REEF - YELLOWTAIL SNAPPER, GROUPER, MACKEREL ON FLAT LINES"
PATCHREEF051,24.710689,-80.946806,"PATCH REEF - YELLOWTAIL SNAPPER, GROUPER, MACKEREL ON FLAT LINES"
PATCHREEF052,24.731812,-80.940319,"PATCH REEF - YELLOWTAIL SNAPPER, GROUPER, MACKEREL ON FLAT LINES"
PATCHREEF053,24.717489,-80.97791599999999,"PATCH REEF - YELLOWTAIL SNAPPER, GROUPER, MACKEREL ON FLAT LINES"
PATCHREEF054,24.673466,-80.979444,"PATCH REEF - YELLOWTAIL SNAPPER, GROUPER, MACKEREL ON FLAT LINES"
PATCHREEF055,24.672329,-81.047016,"PATCH REEF - YELLOWTAIL SNAPPER, GROUPER, MACKEREL ON FLAT LINES"
PATCHREEF056,24.693157,-81.02032,"PATCH REEF - YELLOWTAIL SNAPPER, GROUPER, MACKEREL ON FLAT LINES"
PATCHREEF058,24.694262,-80.938253,"PATCH REEF - YELLOWTAIL SNAPPER, GROUPER, MACKEREL ON FLAT LINES"
PATCHREEF059,24.689026,-80.93258899999999,"PATCH REEF - YELLOWTAIL SNAPPER, GROUPER, MACKEREL ON FLAT LINES"
PATCHREEF060,24.697688,-80.972289,"PATCH REEF - YELLOWTAIL SNAPPER, GROUPER, MACKEREL ON FLAT LINES"
PATCHREEF062,24.659901,-81.00362800000001,"PATCH REEF - YELLOWTAIL SNAPPER, GROUPER, MACKEREL ON FLAT LINES"
PATCHREEF063,24.647779,-81.036841,"PATCH REEF - YELLOWTAIL SNAPPER, GROUPER, MACKEREL ON FLAT LINES"
PATCHREEF065,24.688119,-81.03913,"PATCH REEF - YELLOWTAIL SNAPPER, GROUPER, MACKEREL ON FLAT LINES"
PATCHREEF066,24.658011,-81.03568199999999,"PATCH REEF - YELLOWTAIL SNAPPER, GROUPER, MACKEREL ON FLAT LINES"
PATCHREEF067,24.687188,-80.991619,"PATCH REEF - YELLOWTAIL SNAPPER, GROUPER, MACKEREL ON FLAT LINES"
PATCHREEF068,24.681615,-80.932103,"PATCH REEF - YELLOWTAIL SNAPPER, GROUPER, MACKEREL ON FLAT LINES"
PATCHREEF07,24.548757,-81.61820400000001,"GOOD REEF FISHING FOR GROUPER, SNAPPER AND MACKEREL. SEE YOUR TUTORIAL ON PATCH REEF FISHING"
PATCHREEF070,24.648121,-81.064982,"PATCH REEF - YELLOWTAIL SNAPPER, GROUPER, MACKEREL ON FLAT LINES"
PATCHREEF071,24.647448,-81.028717,"PATCH REEF - YELLOWTAIL SNAPPER, GROUPER, MACKEREL ON FLAT LINES"
PATCHREEF072,24.666538,-81.08330700000001,"PATCH REEF - YELLOWTAIL SNAPPER, GROUPER, MACKEREL ON FLAT LINES"
PATCHREEF073,24.642194,-81.104511,"PATCH REEF - YELLOWTAIL SNAPPER, GROUPER, MACKEREL ON FLAT LINES"
PATCHREEF074,24.635417,-81.09441,"PATCH REEF - YELLOWTAIL SNAPPER, GROUPER, MACKEREL ON FLAT LINES"
PATCHREEF075,24.634042,-81.081216,"PATCH REEF - YELLOWTAIL SNAPPER, GROUPER, MACKEREL ON FLAT LINES"
PATCHREEF076,24.590632,-81.241512,"PATCH REEF - YELLOWTAIL SNAPPER, GROUPER, MACKEREL ON FLAT LINES"
PATCHREEF077,24.585484,-81.254408,"PATCH REEF - YELLOWTAIL SNAPPER, GROUPER, MACKEREL ON FLAT LINES"
PATCHREEF078,24.605193,-81.225008,"PATCH REEF - YELLOWTAIL SNAPPER, GROUPER, MACKEREL ON FLAT LINES"
PATCHREEF079,24.602932,-81.317589,"PATCH REEF - YELLOWTAIL SNAPPER, GROUPER, MACKEREL ON FLAT LINES"
PATCHREEF08,24.54572900000001,-81.60728500000001,"GOOD REEF FISHING FOR GROUPER, SNAPPER AND MACKEREL. SEE YOUR TUTORIAL ON PATCH REEF FISHING"
PATCHREEF080,24.615216,-81.295913,"PATCH REEF - YELLOWTAIL SNAPPER, GROUPER, MACKEREL ON FLAT LINES"
PATCHREEF081,24.569807,-81.34505,"PATCH REEF - YELLOWTAIL SNAPPER, GROUPER, MACKEREL ON FLAT LINES"
PATCHREEF082,24.562984,-81.339125,"PATCH REEF - YELLOWTAIL SNAPPER, GROUPER, MACKEREL ON FLAT LINES"
PATCHREEF083,24.573146,-81.292119,"PATCH REEF - YELLOWTAIL SNAPPER, GROUPER, MACKEREL ON FLAT LINES"
PATCHREEF085,24.555361,-81.427781,"PATCH REEF - YELLOWTAIL SNAPPER, GROUPER, MACKEREL ON FLAT LINES"
PATCHREEF087,24.549229,-81.388977,"PATCH REEF - YELLOWTAIL SNAPPER, GROUPER, MACKEREL ON FLAT LINES"
PATCHREEF088,24.559269,-81.33231499999999,"PATCH REEF - YELLOWTAIL SNAPPER, GROUPER, MACKEREL ON FLAT LINES"
PATCHREEF09,24.512905,-81.638581,"GOOD REEF FISHING FOR GROUPER, SNAPPER AND MACKEREL. SEE YOUR TUTORIAL ON PATCH REEF FISHING"
PATCH-REEF-090,24.535276,-81.470916,"PATCH REEF - YELLOWTAIL SNAPPER, GROUPER, MACKEREL ON FLAT LINES"
PATCHREEF092,24.600423,-81.489766,"PATCH REEF - YELLOWTAIL SNAPPER, GROUPER, MACKEREL ON FLAT LINES"
PATCHREEF093,24.605169,-81.429928,"PATCH REEF - YELLOWTAIL SNAPPER, GROUPER, MACKEREL ON FLAT LINES"
PATCHREEF094,24.545033,-81.56411,"PATCH REEF - YELLOWTAIL SNAPPER, GROUPER, MACKEREL ON FLAT LINES"
PATCHREEF095,24.539224,-81.587604,"PATCH REEF - YELLOWTAIL SNAPPER, GROUPER, MACKEREL ON FLAT LINES"
PATCHREEF096,24.537058,-81.595494,"PATCH REEF - YELLOWTAIL SNAPPER, GROUPER, MACKEREL ON FLAT LINES"
PATCHREEF097,24.51401200000001,-81.552705,"PATCH REEF - YELLOWTAIL SNAPPER, GROUPER, MACKEREL ON FLAT LINES"
PATCHREEF098,24.550916,-81.57704699999999,"CORAL AND PATCH REEF - CHUM HEAVY FOR SNAPPER, GROUPER - LIVE AND CUT BAIT"
PatchReef10,25.13813800000001,-80.266408,"PATCH REEF FOR BOTTOM FISHING YELLOWTAIL, MANGROVES - NIGHT FISHING FOR GROUPER- ALWAYS CHUM!!!"
PATCHREEF11b,24.50247,-81.617775,"GOOD REEF FISHING FOR GROUPER, SNAPPER AND MACKEREL. SEE YOUR TUTORIAL ON PATCH REEF FISHING"
PatchReef12,25.135507,-80.32193,anhor chum in over 14 ft fish use two chum blocks incoming or ebb tide mangrove ytail grouper
PatchReef13,25.10735,-80.34072000000001,"PATCH REEF FOR BOTTOM FISHING YELLOWTAIL, MANGROVES - NIGHT FISHING FOR GROUPER- ALWAYS CHUM!!!"
PatchReef14,25.105249,-80.315383,"PATCH REEF FOR BOTTOM FISHING YELLOWTAIL, MANGROVES - NIGHT FISHING FOR GROUPER- ALWAYS CHUM!!!"
PatchReef15,25.09351,-80.323731,"PATCH REEF FOR BOTTOM FISHING YELLOWTAIL, MANGROVES - NIGHT FISHING FOR GROUPER- ALWAYS CHUM!!!"
PatchReef18,25.118101,-80.282962,"PATCH REEF FOR BOTTOM FISHING YELLOWTAIL, MANGROVES - NIGHT FISHING FOR GROUPER- ALWAYS CHUM!!!"
PatchReef19,25.106,-80.345986,"PATCH REEF FOR BOTTOM FISHING YELLOWTAIL, MANGROVES - NIGHT FISHING FOR GROUPER- ALWAYS CHUM!!!"
PatchReef2,25.112586,-80.340701,"PATCH REEF FOR BOTTOM FISHING YELLOWTAIL, MANGROVES - NIGHT FISHING FOR GROUPER- ALWAYS CHUM!!!"
PatchReef20,25.1035,-80.34621,"PATCH REEF FOR BOTTOM FISHING YELLOWTAIL, MANGROVES - NIGHT FISHING FOR GROUPER- ALWAYS CHUM!!!"
PatchReef21,25.102742,-80.343295,"PATCH REEF FOR BOTTOM FISHING YELLOWTAIL, MANGROVES - NIGHT FISHING FOR GROUPER- ALWAYS CHUM!!!"
PatchReef22,25.073067,-80.34535,"PATCH REEF FOR BOTTOM FISHING YELLOWTAIL, MANGROVES - NIGHT FISHING FOR GROUPER- ALWAYS CHUM!!!"
PatchReef23,25.128221,-80.301864,"PATCH REEF FOR BOTTOM FISHING YELLOWTAIL, MANGROVES - NIGHT FISHING FOR GROUPER- ALWAYS CHUM!!!"
PatchReef24,25.10639,-80.33434,"PATCH REEF FOR BOTTOM FISHING YELLOWTAIL, MANGROVES - NIGHT FISHING FOR GROUPER- ALWAYS CHUM!!!"
PatchReef25,25.100189,-80.33572,"PATCH REEF FOR BOTTOM FISHING YELLOWTAIL, MANGROVES - NIGHT FISHING FOR GROUPER- ALWAYS CHUM!!!"
PatchReef26,25.10086,-80.33615,"PATCH REEF FOR BOTTOM FISHING YELLOWTAIL, MANGROVES - NIGHT FISHING FOR GROUPER- ALWAYS CHUM!!!"
PatchReef28,25.085211,-80.349921,"PATCH REEF FOR BOTTOM FISHING YELLOWTAIL, MANGROVES - NIGHT FISHING FOR GROUPER- ALWAYS CHUM!!!"
PatchReef29,25.09092,-80.33389,"PATCH REEF FOR BOTTOM FISHING YELLOWTAIL, MANGROVES - NIGHT FISHING FOR GROUPER- ALWAYS CHUM!!!"
PatchReef3,25.123855,-80.310406,"PATCH REEF FOR BOTTOM FISHING YELLOWTAIL, MANGROVES - NIGHT FISHING FOR GROUPER- ALWAYS CHUM!!!"
PatchReef30,25.09145,-80.33367,"PATCH REEF FOR BOTTOM FISHING YELLOWTAIL, MANGROVES - NIGHT FISHING FOR GROUPER- ALWAYS CHUM!!!"
PatchReef31,25.09205,-80.33353,"PATCH REEF FOR BOTTOM FISHING YELLOWTAIL, MANGROVES - NIGHT FISHING FOR GROUPER- ALWAYS CHUM!!!"
PATCHREEF3g,24.56763,-81.463831,"GOOD REEF FISHING FOR GROUPER, SNAPPER AND MACKEREL. SEE YOUR TUTORIAL ON PATCH REEF FISHING"
PatchReef4,25.09958200000001,-80.31723599999999,anhor chum in over 15 ft fish use two chum blocks incoming or ebb tide mangrove ytail grouper
PatchReef40,25.08092,-80.34863,"GOOD Y-TAIL AND MANGROVE SNAPPER FISHING - CHUM HEAVY, FISH A LIVE FLAT LINE FOR MACKEREL"
PatchReef47,25.07922,-80.34989,"GOOD Y-TAIL AND MANGROVE SNAPPER FISHING - CHUM HEAVY, FISH A LIVE FLAT LINE FOR MACKEREL"
PatchReef5,25.084604,-80.370976,anhor chum in over 10 ft fish use two chum blocks incoming or ebb tide mangrove ytail grouper
PatchReef6,25.11014,-80.34405,"PATCH REEF FOR BOTTOM FISHING YELLOWTAIL, MANGROVES - NIGHT FISHING FOR GROUPER- ALWAYS CHUM!!!"
PatchReef9,25.105302,-80.334137,"PATCH REEF FOR BOTTOM FISHING YELLOWTAIL, MANGROVES - NIGHT FISHING FOR GROUPER- ALWAYS CHUM!!!"
PATCHREEFB13,24.56254,-81.503477,"GOOD REEF FISHING FOR GROUPER, SNAPPER AND MACKEREL. SEE YOUR TUTORIAL ON PATCH REEF FISHING"
PATCHREEFC18,24.56399,-81.477554,"GOOD REEF FISHING FOR GROUPER, SNAPPER AND MACKEREL. SEE YOUR TUTORIAL ON PATCH REEF FISHING"
PATCHREEFf84,24.55839200000001,-81.378428,"PATCH REEF - YELLOWTAIL SNAPPER, GROUPER, MACKEREL ON FLAT LINES"
PATCHREEFh10,24.527755,-81.67718499999999,"GOOD REEF FISHING FOR GROUPER, SNAPPER AND MACKEREL. SEE YOUR TUTORIAL ON PATCH REEF FISHING"
PATCHWK9E,24.674263,-80.934906,Wk
